区站号,省份,站名,站类,经度,纬度,观测场拔海高度（米）,气压传感器拔海高度（米）
58804 ,江西,兴国,一般站,11521,2617 ,184.0 ,185.2 
58806 ,江西,宁都,基本站,11601,2629 ,209.1 ,210.1 
58813 ,江西,广昌,基本站,11618,2650 ,166.3 ,167.5 
58814 ,江西,石城,一般站,11621,2621 ,280.2 ,281.3 
58818 ,福建,宁化,基本站,11638,2614 ,358.9 ,359.7 
58819 ,福建,清流,一般站,11649,2611 ,336.9 ,338.0 
58820 ,福建,泰宁,基本站,11710,2654 ,342.9 ,344.1 
58822 ,福建,建宁,一般站,11651,2650 ,342.3 ,343.5 
58823 ,福建,顺昌,一般站,11748,2648 ,175.2 ,176.4 
58824 ,福建,明溪,一般站,11709,2624 ,357.4 ,358.4 
58826 ,福建,沙县,一般站,11748,2624 ,120.6 ,121.5 
58828 ,福建,三明,一般站,11737,2616 ,208.2 ,209.2 
58836 ,福建,古田,一般站,11844,2635 ,361.5 ,362.7 
58837,福建,尤溪,基本站,11809,2609,204.8 ,205.9 
58839 ,福建,闽清,一般站,11851,2614 ,40.8 ,41.8 
58843 ,福建,霞浦,基本站,12001,2653 ,56.8 ,57.8 
58844 ,福建,闽侯,一般站,11909,2609 ,57.8 ,58.6 
58845 ,福建,罗源,一般站,11933,2630 ,78.5 ,79.5 
58846 ,福建,宁德,基本站,11931,2640 ,32.4 ,33.2 
58847 ,福建,福州,基准站,11917,2605 ,84.0 ,85.0 
58848 ,福建,连江,一般站,11933,2612 ,13.4 ,14.4 
58850 ,福建,三沙,一般站,12014,2655 ,92.2 ,93.2 
58903 ,江西,瑞金,一般站,11602,2554 ,210.0 ,211.2 
58905 ,江西,于都,一般站,11525,2558 ,133.2 ,134.4 
58906 ,江西,会昌,一般站,11548,2536 ,167.4 ,168.9 
58907 ,江西,安远,一般站,11524,2509 ,305.0 ,306.0 
58911 ,福建,长汀,基本站,11622,2551 ,310.0 ,311.2 
58917 ,福建,武平,一般站,11606,2505 ,307.0 ,308.2 
58918 ,福建,上杭,基本站,11625,2503 ,198.0 ,198.7 
58923 ,福建,大田,一般站,11750,2542 ,400.1 ,400.9 
58926 ,福建,漳平,基本站,11725,2518 ,205.3 ,206.5 
58927 ,福建,龙岩,基本站,11701,2503 ,376.0 ,377.0 
58928 ,福建,华安,一般站,11732,2501 ,166.5 ,167.7 
58929 ,福建,安溪,一般站,11812,2504 ,130.6 ,131.6 
58931 ,福建,九仙山,基本站,11806,2543 ,1653.5 ,1654.6 
58932 ,福建,永泰,一般站,11856,2552 ,85.6 ,86.6 
58934 ,福建,永春,一般站,11816,2520 ,183.8 ,184.8 
58935 ,福建,德化,一般站,11814,2531 ,645.6 ,646.7 
58938 ,福建,秀屿,一般站,11859,2514 ,23.1 ,24.3 
58941 ,福建,长乐,一般站,11930,2558 ,25.9 ,26.9 
58942 ,福建,福清,一般站,11923,2543 ,39.2 ,40.3 
58944 ,福建,平潭,基本站,11947,2531 ,32.4 ,33.4 
58946 ,福建,莆田,一般站,11900,2527 ,81.1 ,81.9 
59001 ,广西,隆林,一般站,10520,2447 ,672.2 ,673.4 
59004 ,广西,西林,一般站,10505,2430 ,827.0 ,828.2 
59007 ,云南,广南,基本站,10504,2404 ,1249.6 ,1250.8 
59012 ,广西,乐业,一般站,10633,2447 ,972.1 ,973.3 
59015 ,广西,凌云,一般站,10634,2421 ,437.9 ,439.1 
59017 ,广西,田林,一般站,10616,2416 ,278.2 ,279.4 
59021 ,广西,凤山,基本站,10702,2433 ,509.4 ,510.6 
59023 ,广西,河池,基本站,10802,2442 ,260.2 ,261.4 
59025 ,广西,东兰,一般站,10723,2432 ,248.8 ,250.0 
59027 ,广西,巴马,基准站,10715,2408 ,254.9 ,256.1 
59031,广西,环江,一般站,10816,2449,342.3 ,343.5 
59034 ,广西,宜州,一般站,10840,2429 ,150.7 ,151.9 
59037 ,广西,都安,基准站,10806,2356 ,170.8 ,172.0 
59038 ,广西,忻城,一般站,10839,2404 ,138.5 ,139.7 
59041 ,广西,柳城,一般站,10915,2439 ,108.3 ,109.5 
59044 ,广西,沙塘,一般站,10923,2428 ,97.5 ,98.7 
59045 ,广西,鹿寨,一般站,10945,2429 ,94.7 ,95.9 
59046 ,广西,柳州,基本站,10924,2421 ,96.8 ,98.0 
59047 ,广西,柳江,一般站,10920,2415 ,100.9 ,102.1 
59052 ,广西,恭城,一般站,11049,2450 ,169.6 ,170.8 
59053 ,广西,平乐,一般站,11038,2439 ,157.6 ,158.8 
59055 ,广西,荔浦,一般站,11024,2430 ,165.7 ,166.9 
59057 ,广西,金秀,一般站,11011,2408 ,830.9 ,832.1 
59058,广西,蒙山,基本站,11031,2412,181.9 ,183.1 
59059 ,广西,昭平,一般站,11048,2411 ,105.8 ,107.0 
59063 ,湖南,江华,一般站,11134,2511 ,265.7 ,266.7 
59065 ,广西,贺州,基本站,11130,2425 ,148.7 ,149.9 
59071 ,广东,连南,一般站,11217,2444,174.3 ,175.1 
59072 ,广东,连州,基本站,11222,2449,131.7 ,132.6 
59074 ,广东,连山,一般站,11204,2434 ,300.6 ,301.4 
59075 ,广东,阳山,一般站,11238,2428 ,70.5 ,71.3 
59081,广东,乳源,一般站,11317,2447,131.1 ,131.9 
59082 ,广东,韶关,基本站,11336,2440,121.3 ,122.3 
59087 ,广东,佛冈,基本站,11331,2353,97.2 ,98.0 
59088 ,广东,英德,基本站,11325,2411 ,74.4 ,75.2 
59090 ,广东,始兴,一般站,11403,2458 ,143.9 ,144.8 
59091,江西,全南,一般站,11431,2445,277.1 ,278.1 
59092 ,江西,龙南,基本站,11448,2452 ,250.2 ,251.3 
59093 ,江西,定南,一般站,11502,2447 ,253.0 ,254.2 
59094 ,广东,翁源,一般站,11407,2421 ,184.1 ,184.9 
59096 ,广东,连平,基本站,11429,2422 ,215.2 ,216.0 
59097 ,广东,新丰,基本站,11412,2403 ,199.3 ,200.1 
59099 ,广东,和平,一般站,11456,2427 ,173.7 ,174.6 
59102 ,江西,寻乌,基本站,11539,2457 ,303.9 ,305.1 
59106 ,广东,平远,一般站,11552,2434 ,200.8 ,201.6 
59107 ,广东,龙川,基本站,11517,2407 ,179.6 ,180.4 
59109 ,广东,兴宁,一般站,11543,2410 ,123.6 ,124.5 
59113 ,福建,永定,基本站,11643,2444 ,226.9 ,227.9 
59114 ,广东,蕉岭,一般站,11610,2439 ,135.7 ,136.6 
59116 ,广东,大埔,基本站,11642,2421 ,80.1 ,81.0 
59117 ,广东,梅县,基本站,11604,2417,116.0 ,116.9 
59122 ,福建,长泰,一般站,11745,2437 ,43.0 ,44.0 
59124 ,福建,南靖,一般站,11723,2431 ,53.7 ,54.7 
59125 ,福建,平和,一般站,11718,2423 ,108.5 ,109.5 
59127 ,福建,龙海,一般站,11750,2426 ,32.1 ,32.8 
59129 ,福建,漳浦,一般站,11735,2408 ,61.1 ,62.1 
59130 ,福建,同安,一般站,11809,2444 ,30.8 ,31.7 
59131 ,福建,南安,一般站,11822,2458 ,45.4 ,46.6 
59133 ,福建,崇武,基准站,11855,2454 ,21.8 ,22.5 
59134 ,福建,厦门,基本站,11804,2429 ,139.4 ,140.6 
59205 ,云南,富宁,一般站,10538,2339 ,685.8 ,687.3 
59209 ,广西,那坡,基本站,10550,2325 ,794.1 ,795.3 
59211 ,广西,百色,基本站,10636,2354 ,174.7 ,175.9 
59215 ,广西,德保,一般站,10638,2320,680.0 ,681.2 
59218 ,广西,靖西,基本站,10625,2308 ,739.9 ,741.1 
59224 ,广西,田东,一般站,10707,2336 ,111.2 ,112.4 
59227,广西,天等,一般站,10708,2307,454.2 ,455.4 
59228 ,广西,平果,基本站,10734,2317 ,146.4 ,147.6 
59229 ,广西,隆安,一般站,10742,2310 ,125.7 ,126.9 
59230 ,广西,马山,一般站,10807,2343 ,219.0 ,220.2 
59235 ,广西,上林,一般站,10837,2326 ,115.5 ,116.7 
59237 ,广西,武鸣,一般站,10818,2311 ,155.3 ,156.5 
59238 ,广西,宾阳,一般站,10850,2315 ,127.7 ,128.9 
59241 ,广西,象州,一般站,10941,2358 ,90.5 ,91.7 
59242 ,广西,来宾,基本站,10909,2346 ,96.7 ,97.9 
59246 ,广西,武宣,一般站,10940,2336 ,70.0 ,71.2 
59255 ,广西,平南,一般站,11023,2333 ,32.5 ,33.7 
59256 ,广西,藤县,一般站,11054,2322 ,105.5 ,106.7 
59264 ,广东,封开,一般站,11130,2324,83.6 ,84.4 
59265 ,广西,梧州,基准站,11118,2329 ,114.8 ,116.0 
59266 ,广西,龙圩,一般站,11114,2325 ,42.5 ,43.7 
59268 ,广东,郁南,一般站,11133,2316 ,70.6 ,71.4 
59269 ,广东,德庆,一般站,11147,2310 ,47.2 ,47.9 
59270 ,广东,怀集,一般站,11211,2356 ,84.8 ,85.6 
59271 ,广东,广宁,基本站,11225,2338 ,92.7 ,93.6 
59276 ,广东,四会,一般站,11239,2321 ,40.1 ,40.9 
59278 ,广东,高要,基本站,11229,2259 ,60.0 ,60.8 
59279 ,广东,三水,一般站,11253,2312 ,24.0 ,24.8 
59280 ,广东,清远,基本站,11305,2343,79.2 ,79.9 
59284 ,广东,花都,一般站,11314,2325 ,38.9 ,39.8 
59285 ,广东,从化,一般站,11337,2334,38.1 ,39.0 
59287 ,广东,广州,基本站,11329,2313 ,70.7 ,71.5 
59288 ,广东,南海,一般站,11301,2309,30.1 ,30.9 
59289 ,广东,东莞,基本站,11344,2258,56.0 ,56.8 
59290,广东,龙门,一般站,11416,2347,85.5 ,86.3 
59293 ,广东,河源,基本站,11444 ,2348,71.1 ,71.9 
59294 ,广东,增城,基准站,11350,2320 ,30.8 ,31.6 
59297 ,广东,博罗,一般站,11415,2311 ,50.2 ,51.0 
59298 ,广东,惠阳,基本站,11422,2304,108.5 ,109.3 
59303 ,广东,五华,基本站,11545 ,2355,135.9 ,136.8 
59304 ,广东,紫金,基本站,11511,2338 ,176.6 ,177.4 
59306 ,广东,揭西,基本站,11551,2327,80.9 ,81.7 
59310 ,广东,丰顺,基准站,11610,2346 ,45.3 ,46.2 
59312 ,广东,潮州,一般站,11642,2340 ,60.7 ,61.5 
59313 ,广东,饶平,一般站,11659,2341 ,44.7 ,45.5 
59314 ,广东,普宁,一般站,11608,2318 ,28.6 ,29.4 
59315 ,广东,揭阳,一般站,11624 ,2335,43.9 ,44.7 
59316 ,广东,汕头,基准站,11641,2323 ,2.3 ,3.3 
59317 ,广东,惠来,基本站,11618,2259 ,42.0 ,42.8 
59318 ,广东,潮阳,一般站,11635,2315 ,6.7 ,7.5 
59319 ,广东,澄海,一般站,11650,2326 ,4.1 ,4.9 
59320,福建,诏安,一般站,11708,2345,37.8 ,38.8 
59322 ,福建,云霄,一般站,11722,2359 ,22.8 ,23.8 
59324 ,广东,南澳,基本站,11702,2326 ,8.0 ,8.8 
59419 ,广西,凭祥,一般站,10644,2204 ,348.7 ,349.9 
59421 ,广西,大新,一般站,10710,2252 ,278.3 ,279.5 
59429,广西,上思,一般站,10801,2211,216.0 ,217.2 
59431 ,广西,南宁,基本站,10833,2247 ,152.0 ,153.2 
59435 ,广西,邕宁,一般站,10829,2246 ,74.7 ,75.9 
59441 ,广西,横县,一般站,10915,2248 ,88.7 ,89.9 
59446 ,广西,灵山,基准站,10918,2225 ,66.6 ,67.8 
59448 ,广西,浦北,一般站,10933,2216 ,69.6 ,70.8 
59449 ,广西,博白,一般站,10959,2218 ,85.9 ,87.1 
59451 ,广西,北流,一般站,11021,2242 ,98.1 ,99.3 
59452 ,广西,容县,一般站,11032,2250 ,131.5 ,132.7 
59454,广西,岑溪,一般站,11100,2257,202.0 ,203.2 
59456 ,广东,信宜,基本站,11056,2221,141.4 ,142.2 
59457 ,广西,陆川,一般站,11016,2219 ,121.6 ,122.8 
59462 ,广东,罗定,基本站,11136,2243,60.0 ,60.9 
59469 ,广东,阳春,一般站,11147,2210 ,37.7 ,38.6 
59470 ,广东,新兴,一般站,11213,2242,57.6 ,58.4 
59471 ,广东,云浮,一般站,11203,2256 ,101.4 ,102.2 
59473 ,广东,鹤山,一般站,11259,2244 ,47.3 ,48.1 
59475 ,广东,开平,一般站,11239,2224,29.3 ,30.1 
59476 ,广东,新会,一般站,11302,2232 ,36.3 ,37.1 
59477,广东,恩平,一般站,11214,2216,69.3 ,70.1 
59478 ,广东,台山,基本站,11247,2215 ,33.1 ,33.9 
59480 ,广东,顺德,一般站,11315,2251 ,21.4 ,22.4 
59481 ,广东,番禺,一般站,11319,2256 ,12.2 ,13.1 
59485 ,广东,中山,基本站,11324,2231,33.7 ,34.5 
59487 ,广东,斗门,一般站,11318,2214,23.1 ,24.3 
59488 ,广东,珠海,基本站,11334 ,2217 ,51.4 ,52.2 
59492 ,广东,惠东,一般站,11440 ,2302 ,85.0 ,85.8 
59493 ,广东,深圳,基本站,11400,2232 ,63.0 ,63.9 
59500 ,广东,海丰,一般站,11519,2301 ,45.6 ,46.4 
59501 ,广东,汕尾,基本站,11522,2248 ,17.3 ,18.2 
59502 ,广东,陆丰,一般站,11539,2258 ,32.0 ,32.8 
59632 ,广西,钦州,基本站,10836,2159 ,49.2 ,50.4 
59635 ,广西,防城港,一般站,10821,2137 ,31.3 ,32.5 
59640 ,广西,合浦,一般站,10911,2140 ,5.5 ,6.7 
59644 ,广西,北海,基本站,10908,2127 ,12.8 ,14.0 
59650 ,广东,遂溪,一般站,11015,2124 ,29.7 ,30.5 
59653 ,广东,高州,一般站,11050,2155 ,31.5 ,32.3 
59654 ,广东,廉江,一般站,11018,2138 ,29.3 ,30.1 
59655 ,广东,化州,一般站,11037,2139 ,31.9 ,32.7 
59656 ,广东,吴川,一般站,11049,2124 ,27.3 ,28.1 
59658 ,广东,湛江,基本站,11018,2109 ,53.4 ,54.2 
59659 ,广东,茂名,一般站,11055,2145 ,33.5 ,34.3 
59663 ,广东,阳江,基本站,11159,2151 ,90.3 ,91.1 
59664 ,广东,电白,基准站,11059,2133,31.8 ,32.7 
59673 ,广东,上川岛,基准站,11246,2144 ,21.9 ,22.7 
59750 ,广东,雷州,一般站,11004 ,2058,33.6 ,34.4 
59754 ,广东,徐闻,基本站,11011,2020 ,56.2 ,57.0 
59757 ,海南,琼山,一般站,11022,2000 ,9.9 ,11.1 
59758,海南,海口,基准站,11015,2000,63.5 ,64.7 
59838 ,海南,东方,基准站,10837,1906 ,7.6 ,8.8 
59842 ,海南,临高,一般站,10941,1954,31.7 ,32.9 
59843 ,海南,澄迈,一般站,11000,1944 ,31.4 ,32.4 
59845 ,海南,儋州,基本站,10935,1931 ,169.0 ,170.2 
59847 ,海南,昌江,一般站,10903,1916 ,98.1 ,99.3 
59848 ,海南,白沙,一般站,10926,1914 ,215.6 ,216.8 
59849 ,海南,琼中,基本站,10950,1902 ,250.9 ,252.1 
59851 ,海南,定安,一般站,11020 ,1940,53.3 ,54.5 
59854 ,海南,屯昌,一般站,11006,1922 ,118.3 ,119.5 
59855 ,海南,琼海,基本站,11028,1914 ,24.0 ,25.2 
59856 ,海南,文昌,一般站,11045,1937 ,21.7 ,22.8 
59941 ,海南,五指山,一般站,10931,1846 ,328.5 ,329.7 
59945 ,海南,保亭,一般站,10942,1839 ,68.6 ,69.8 
59951,海南,万宁,一般站,11020,1848,39.9 ,41.1 
89058,极地,南极长城,基本站,5858W,6213S,10.0 ,12.0 
89573,极地,南极中山,基本站,7622E,6922S,14.9 ,17.0 
